App,Category,Rating,Reviews,Size,Installs,Free,Price,Content Rating,Genre_1,Genre_2,Last Updated,Current Ver,Android Ver
6441,لعبة تقدر تربح DZ,FAMILY,4,238,6800000,10000,True,0.0,Everyone,Education,nan,2016-11-18,6.0.0.0,4.1
6442,chat dz,COMMUNICATION,5,8,29000000,100,True,0.0,Teen,Communication,nan,2018-03-14,1.0,4.1
6443,Devise Dz,FINANCE,4,26,3600000,1000,True,0.0,Everyone,Finance,nan,2017-05-29,1.0.0,4.0
6444,Ludo Dz,GAME,4,17,28000000,500,True,0.0,Everyone,Board,nan,2017-08-27,1.0,4.1
6445,Agent HQ for The Division,FAMILY,4,1060,2500000,100000,True,0.0,Everyone,Entertainment,nan,2018-02-17,0.35,4.0.3
6446,infirmiers,MEDICAL,4,125,23000000,10000,True,0.0,Everyone,Medical,nan,2018-07-06,12,4.0.3
6447,DZ sim,TOOLS,4,417,15000000,10000,True,0.0,Everyone,Tools,nan,2018-04-26,3.0,4.2
6448,Tuberculose Dz,MEDICAL,4,26,6100000,1000,True,0.0,Everyone,Medical,nan,2016-06-11,1.0.7,4.1
6449,DZ Fly Algérie Horaire Vols,TRAVEL_AND_LOCAL,3,114,10000000,10000,True,0.0,Everyone,Travel & Local,nan,2016-10-31,2.0,4.0
6450,3G to 4G Converter - Simulator,TOOLS,4,268,2400000,10000,True,0.0,Everyone,Tools,nan,2018-02-21,3.0.0,4.1
6451,ChangeDA - Cours du DZD sur le marché parallèle,FINANCE,4,188,3300000,10000,True,0.0,Everyone,Finance,nan,2018-07-28,2.5,4.2
6452,Tunisian Dinar: Exchange rate,FINANCE,4,625,3800000,10000,True,0.0,Everyone,Finance,nan,2018-03-30,2.10,4.0
6453,love sms good morning,COMMUNICATION,4,10,3100000,5000,True,0.0,Everyone,Communication,nan,2016-04-28,1.0,2.3
6454,DZ Blagues,FAMILY,4,580,2100000,10000,True,0.0,Everyone,Entertainment,nan,2012-12-19,1.3,2.1
6455,EA SPORTS UFC®,SPORTS,4,2371338,37000000,50000000,True,0.0,Teen,Sports,nan,2017-07-24,1.9.3097721,2.3.3
6456,NBA LIVE Mobile Basketball,SPORTS,4,1690802,58000000,50000000,True,0.0,Everyone,Sports,nan,2018-05-21,2.3.1,4.0
6457,Need for Speed™ No Limits,GAME,4,3344300,22000000,50000000,True,0.0,Everyone 10+,Racing,nan,2018-07-24,2.12.1,4.1
6458,Real Racing 3,FAMILY,4,354454,71000000,10000000,True,0.0,Everyone,Racing,Action & Adventure,2018-02-07,6.4.0,4.1
6459,EA SPORTS™ FIFA 18 Companion,SPORTS,3,282727,63000000,10000000,True,0.0,Everyone,Sports,nan,2017-07-12,18.0.5.172734,4.4
6460,The Simpsons™: Tapped Out,FAMILY,4,636995,49000000,10000000,True,0.0,Teen,Casual,nan,2018-07-31,4.34.0,4.0.3
6461,Plants vs. Zombies™ 2,FAMILY,4,567632,15000000,10000000,True,0.0,Everyone 10+,Casual,nan,2018-12-06,6.8.1,4.1
6462,Star Wars™: Galaxy of Heroes,FAMILY,4,1461698,67000000,10000000,True,0.0,Everyone 10+,Role Playing,nan,2018-05-21,0.12.334385,4.1
6463,Dungeon Keeper,FAMILY,4,69574,45000000,500000,True,0.0,Everyone 10+,Strategy,nan,2018-05-24,1.8.91,4.1
6464,Lost Journey (Dreamsky),GAME,4,32344,29000000,1000000,False,0.99,Everyone,Adventure,nan,2016-10-21,1.3.12,3.0
6465,TETRIS,FAMILY,4,199808,57000000,10000000,True,0.0,Everyone,Puzzle,nan,2018-06-14,3.0.10,3.0
6466,NBA JAM by EA SPORTS™,FAMILY,4,56444,43000000,500000,False,4.99,Everyone,Sports,Action & Adventure,2017-08-02,04.00.40,2.3
6467,EA Plus,TRAVEL_AND_LOCAL,2,12,12000000,1000,True,0.0,Everyone,Travel & Local,nan,2017-03-11,1.4,4.0.3
6468,TETRIS Blitz,FAMILY,4,201631,96000000,5000000,True,0.0,Everyone,Puzzle,nan,2018-01-06,4.4.4,4.1
6469,POGO Games,FAMILY,3,32600,26000000,1000000,True,0.0,Everyone,Casual,nan,2017-02-22,1.4.10,4.1
6470,SW Battlefront Companion,FAMILY,4,93870,79000000,1000000,True,0.0,Everyone,Strategy,nan,2016-03-02,1.0.6,4.0
6471,Bejeweled Blitz,FAMILY,4,222664,98000000,10000000,True,0.0,Everyone,Puzzle,nan,2018-01-08,2.6.0.125,4.0.3
6472,Peggle Blast,GAME,4,166251,19000000,5000000,True,0.0,Everyone,Card,nan,2017-11-12,2.16.0,4.0.3
6473,Heroes of Dragon Age,GAME,4,70389,28000000,1000000,True,0.0,Teen,Action,nan,2018-09-05,5.3.1,2.3.3
6474,SCRABBLE,GAME,3,172281,50000000,5000000,True,0.0,Everyone,Word,nan,2018-01-08,5.27.0.729,4.1
6475,Asphalt Xtreme: Rally Racing,GAME,4,567984,39000000,10000000,True,0.0,Everyone,Racing,nan,2018-07-16,1.7.3b,4.0.3
6476,FIFA 16 Soccer,SPORTS,4,820577,30000000,10000000,True,0.0,Everyone,Sports,nan,2017-01-25,3.3.118003,4.4
6477,League of Stickman 2018- Ninja Arena PVP(Dreamsky),GAME,4,32496,99000000,1000000,False,0.99,Teen,Action,nan,2018-03-07,5.3.3,2.3
6478,Modern Combat 5: eSports FPS,GAME,4,2903386,58000000,100000000,True,0.0,Mature 17+,Action,nan,2018-07-24,3.2.1c,4.0
6479,Mass Effect: Andromeda APEX HQ,GAME,3,4490,92000000,100000,True,0.0,Everyone 10+,Action,nan,2017-09-21,1.18.1,4.1
6480,Mirror’s Edge™ Companion,GAME,3,1995,43000000,100000,True,0.0,Everyone,Action,nan,2016-06-28,1.2.2,4.4
6481,Stickman Legends: Shadow Wars,GAME,4,38419,100000000,1000000,False,0.99,Everyone 10+,Action,nan,2018-03-08,2.3.24,4.1
6482,MLB Perfect Inning 2018,SPORTS,4,42767,72000000,1000000,True,0.0,Everyone,Sports,nan,2018-07-26,2.0.5,4.3
6483,Gear.Club - True Racing,GAME,4,140658,37000000,1000000,True,0.0,Everyone,Racing,nan,2018-01-08,1.21.2,4.3
6484,Plants vs. Zombies™ Watch Face,FAMILY,3,33178,3100000,1000000,True,0.0,Everyone,Casual,nan,2015-02-02,1.0.5,4.3
6485,Real Football,SPORTS,4,585564,33000000,10000000,True,0.0,Everyone,Sports,nan,2018-01-06,1.5.0,4.0.3
6486,Typical EA Game,FAMILY,4,33,3300000,100,True,0.0,Everyone,Casual,nan,2017-11-18,1.0,4.0
6487,EB Mobile,FAMILY,1,1172,5600000,10000,True,0.0,Everyone,Education,nan,2017-09-10,1.1.2,4.1
6488,EB Events,TRAVEL_AND_LOCAL,3,97,16000000,10000,True,0.0,Everyone,Travel & Local,nan,2016-01-27,1.6,4.0
6489,i am EB,PHOTOGRAPHY,5,1,5400000,10,True,0.0,Teen,Photography,nan,2017-01-02,1.0,4.1
6490,EB-Link,BUSINESS,4,6,11000000,100,True,0.0,Everyone,Business,nan,2018-07-06,1.2.7,4.2
6491,Exchange Bank - EB Mobile,FINANCE,4,8,31000000,1000,True,0.0,Everyone,Finance,nan,2018-02-05,18.1.79,5.0
6492,TANGEDCO Mobile App (Official),BUSINESS,3,2915,3300000,500000,True,0.0,Everyone,Business,nan,2017-03-11,1.0.2,4.4
6493,Free E B Garamond Cool Font,PERSONALIZATION,4,410,6100000,100000,True,0.0,Everyone,Personalization,nan,2018-04-20,33.0,4.0.3
6494,Epson iProjection,PRODUCTIVITY,3,3930,18000000,1000000,True,0.0,Everyone,Productivity,nan,2018-03-22,3.0.0,4.0
6495,TN e Sevai TN EB Bill Patta Citta EC Birth All Hub,SOCIAL,3,23,16000000,5000,True,0.0,Everyone,Social,nan,2018-04-26,1.0,4.1
6496,EB Scanner,PRODUCTIVITY,5,9,25000000,50,True,0.0,Everyone,Productivity,nan,2018-11-02,1.7.8,4.0.3
6497,Mental Hospital:EB 2 Lite,GAME,4,5341,8800000,100000,True,0.0,Teen,Action,nan,2014-04-30,1.0,4.0
6498,EB Annual Meetings,BOOKS_AND_REFERENCE,3,11,15000000,1000,True,0.0,Everyone,Books & Reference,nan,2018-04-13,9.4.7.6,4.0
6499,UP EB Bill Payment & Details,SOCIAL,5,3,2400000,50,True,0.0,Teen,Social,nan,2018-11-07,2.0,4.0
6500,Tamilnadu EB Online Payment,FINANCE,3,155,3900000,100000,True,0.0,Everyone,Finance,nan,2018-07-30,1.0.0,4.0.3
6501,Online Kerala EB Bill Pay,FINANCE,4,37,3900000,5000,True,0.0,Everyone,Finance,nan,2017-11-16,1.0.0,4.0.3
6502,বাংলাflix,FAMILY,4,1111,7300000,100000,True,0.0,Everyone,Entertainment,nan,2018-05-06,3.6.1,4.1
6503,TNEB Quick Pay Easy,FINANCE,4,28,1400000,10000,True,0.0,Teen,Finance,nan,2018-01-29,1,3.0
6504,TNEB,BUSINESS,3,1777,948000,100000,True,0.0,Everyone,Business,nan,2014-05-18,1.0,2.2
6505,TNEB Bill Checker / TNEB Bill Status,FINANCE,2,2,5000000,1000,True,0.0,Everyone,Finance,nan,2018-03-03,2.0,4.0.3
6506,Skin Disease,BEAUTY,4,1,2200000,100,True,0.0,Everyone,Beauty,nan,2017-08-30,1.0,2.2
6507,Bihar Land Records - RoR and EB Quick Pay,TOOLS,4,8,2200000,1000,True,0.0,Everyone,Tools,nan,2018-07-08,1.0.1,5.0
6508,TNEB Reading,TOOLS,4,28,2500000,10000,True,0.0,Everyone,Tools,nan,2017-10-19,1.3,4.1
6509,RPG ブレイジング ソウルズ アクセレイト,FAMILY,3,159,3100000,1000,False,10.99,Teen,Role Playing,nan,2018-04-26,2.12,2.3
6510,Tamilnadu Electricity Info,TOOLS,3,216,811000,10000,True,0.0,Everyone,Tools,nan,2014-09-11,2.0,1.0
6511,Punjab Online - Land Records • EB Bill Pay • RC/DL,TOOLS,3,16,4000000,5000,True,0.0,Everyone,Tools,nan,2018-07-08,1.0,5.0
6512,"energyly (TNEB,BESCOM,MH,DL..)",TOOLS,3,627,4099999,10000,True,0.0,Everyone,Tools,nan,2017-02-21,6.0,4.0
6513,Paraglider Dashboard,SPORTS,4,549,2800000,50000,True,0.0,Everyone,Sports,nan,2018-03-03,2.1.4,4.0
6514,Exército Brasileiro,PRODUCTIVITY,4,1730,16000000,100000,True,0.0,Everyone,Productivity,nan,2018-01-02,1.5,4.1
6515,EB Cash Collections,BUSINESS,5,1,4300000,5,True,0.0,Everyone,Business,nan,2018-07-31,1.10,4.4
6516,TN Electricity (TNEB),LIFESTYLE,3,73,3800000,10000,True,0.0,Everyone,Lifestyle,nan,2016-12-21,8.0,2.3
6517,Electrician Calculator Pro,TOOLS,3,47,270000,1000,False,14.99,Everyone,Tools,nan,2014-03-06,3.1,1.6
6518,"Call Blocker - Blacklist, SMS Blocker",COMMUNICATION,4,30350,3700000,1000000,True,0.0,Everyone,Communication,nan,2018-01-16,10.0.0,4.1
6519,EC - AP & Telangana,BOOKS_AND_REFERENCE,3,10,3000000,5000,True,0.0,Everyone,Books & Reference,nan,2017-10-11,1.0,4.0.3
6520,"TN Patta, Chitta, EC",TOOLS,4,633,3800000,100000,True,0.0,Everyone,Tools,nan,2016-10-21,6.7,2.3
6521,TN Patta Chitta EC Info,TOOLS,4,1611,2700000,100000,True,0.0,Everyone,Tools,nan,2018-06-08,5.0,4.4
6522,EC music dictionary,TOOLS,4,20,2200000,500,False,1.99,Everyone,Tools,nan,2014-12-29,2.1,3.0
6523,EC Security,LIFESTYLE,4,13,28000000,1000,True,0.0,Everyone,Lifestyle,nan,2017-09-05,1.17.0.0,2.3.3
6524,TN Patta Citta & EC,BOOKS_AND_REFERENCE,3,48,1500000,10000,True,0.0,Everyone,Books & Reference,nan,2018-03-27,1.0,3.0
6525,EC - Encumbrance Search - telangana state,BUSINESS,3,45,5500000,10000,True,0.0,Everyone,Business,nan,2017-06-18,1.0,2.3
6526,Encumbrance Certificate - (Obsolete),BUSINESS,3,184,48000,50000,True,0.0,Everyone,Business,nan,2014-12-08,1.1,2.3
6527,"My Handbook : EE, EC, EI, E&T, EEE, EECS",FAMILY,4,3776,7700000,100000,True,0.0,Everyone,Education,nan,2017-07-24,8.07.021,4.0
6528,EC-HRV test,SPORTS,3,9,4300000,1000,True,0.0,Everyone,Sports,nan,2018-07-26,3.9.13,4.4
6529,Barry EC,TOOLS,4,14,3800000,1000,True,0.0,Everyone,Tools,nan,2017-12-18,1.278.0037,2.3.3
6530,New Holland Agriculture T5 EC,PRODUCTIVITY,4,12,15000000,1000,True,0.0,Everyone,Productivity,nan,2017-02-24,1.2,4.0.3
6531,EC Taximeter,PRODUCTIVITY,3,162,5000000,10000,True,0.0,Everyone,Productivity,nan,2018-05-14,3.0.21,4.0
6532,Walk Freely (Ec Shlire),TOOLS,4,62,2300000,1000,True,0.0,Everyone,Tools,nan,2017-11-13,1.1.3,4.1
6533,EC Apps List,TOOLS,4,2,1600000,100,True,0.0,Everyone,Tools,nan,2015-12-02,1.3,4.0
6534,AP Stamps and Registration,BOOKS_AND_REFERENCE,3,82,2700000,10000,True,0.0,Everyone,Books & Reference,nan,2018-03-27,2.0,3.0
6535,EC Calgary,FAMILY,5,6,8100000,100,True,0.0,Teen,Education,nan,2018-06-26,3.8.0,4.1
6536,Victoria EC,TOOLS,5,5,3800000,500,True,0.0,Everyone,Tools,nan,2018-03-30,1.283.0037,2.3.3
6537,EC SPORTS,SPORTS,5,1,6300000,10,True,0.0,Everyone,Sports,nan,2015-05-26,4.1.1,2.3.3
6538,ECナビ×シュフー,LIFESTYLE,4,576,7400000,50000,True,0.0,Everyone,Lifestyle,nan,2018-07-06,1.0.2,4.0
6539,EC Reps,BUSINESS,4,1,5400000,100,True,0.0,Everyone,Business,nan,2017-03-15,1.10,4.0
6540,EC Tax,FINANCE,4,8,3100000,500,True,0.0,Everyone,Finance,nan,2018-09-02,1.2,4.0.3
6541,EC Fairgrounds,FAMILY,5,3,5500000,500,True,0.0,Everyone,Entertainment,nan,2018-07-13,erie1.3.23.42-release,4.4
6542,Kiamichi EC,TOOLS,4,7,3900000,1000,True,0.0,Everyone,Tools,nan,2018-02-23,1.283.0037,2.3.3
6543,TN Patta /Chitta /EC New,SOCIAL,4,5,3000000,100,True,0.0,Teen,Social,nan,2018-07-20,1.0,4.0
6544,HOLSTON EC,TOOLS,4,7,4200000,1000,True,0.0,Everyone,Tools,nan,2018-01-23,1.278.0037,2.3.3
6545,FILL EC,BUSINESS,4,13,3800000,100,True,0.0,Everyone,Business,nan,2018-04-23,1.0,4.0.3
6546,GATE Syllabus for EC 2018 & Notifications,FAMILY,4,23,4300000,1000,True,0.0,Everyone,Education,nan,2017-08-28,1.3,4.4
6547,EC Mover,GAME,5,5,4600000,10,True,0.0,Everyone,Racing,nan,2018-01-08,1.11,4.0.3
6548,SCS eC,PRODUCTIVITY,4,7,17000000,100,True,0.0,Everyone,Productivity,nan,2016-10-21,1.0.1,4.1
6549,My EF,FAMILY,3,4114,14000000,100000,True,0.0,Everyone,Education,nan,2018-10-07,3.29,4.2
6550,EF Mentor: Words,FAMILY,4,403,39000000,50000,True,0.0,Teen,Education,nan,2018-07-30,1.7.0.00115,4.1
6551,EF Smart English for Phone,FAMILY,3,208,13000000,10000,True,0.0,Everyone,Education,nan,2018-06-29,1.2.1,4.4
6552,My EF Center,FAMILY,2,89,35000000,10000,True,0.0,Everyone,Education,nan,2018-07-23,1.10.0,4.4
6553,EF English Live Business,FAMILY,3,496,14000000,100000,True,0.0,Everyone,Education,nan,2018-04-05,2.0.1,4.4
6554,EF Classroom,FAMILY,3,190,23000000,50000,True,0.0,Everyone,Education,nan,2018-07-23,3.0.0.2927,5.0
6555,EF English Live for phone,FAMILY,3,2210,15000000,100000,True,0.0,Everyone,Education,nan,2018-07-24,3.1.0,5.0
6556,EF Smart English,FAMILY,3,150,11000000,5000,True,0.0,Everyone,Education,nan,2018-11-06,1.6.0,4.4
6557,EF English Live Business Tablet,FAMILY,3,279,14000000,10000,True,0.0,Everyone,Education,nan,2017-12-25,1.6.6,4.4
6558,EF English Live for tablets,FAMILY,3,1242,14000000,50000,True,0.0,Everyone,Education,nan,2018-04-24,1.7.0,4.4
6559,EF Parеnts,FAMILY,4,435,17000000,50000,True,0.0,Everyone,Education,nan,2018-06-21,3.1.0,4.1
6560,EF Teacher,FAMILY,3,16,17000000,1000,True,0.0,Everyone,Education,nan,2018-04-19,1.6,4.1
6561,English Bite,FAMILY,3,268,9800000,10000,True,0.0,Everyone,Education,nan,2016-01-25,1.3.0,4.0
6562,EF/VR – VR Tours of EF Schools,FAMILY,3,17,15000000,1000,True,0.0,Teen,Education,nan,2015-09-15,1.0.05,4.0
6563,EF Go Ahead Tour Companion,TRAVEL_AND_LOCAL,2,23,43000000,1000,True,0.0,Everyone,Travel & Local,nan,2018-06-18,3.0.7,4.4
6564,EF-myHR,FINANCE,2,26,36000000,1000,True,0.0,Everyone,Finance,nan,2018-02-21,1.0.38,4.0
6565,EF Spelling Bee,FAMILY,3,2,9400000,500,True,0.0,Everyone,Education,Education,2017-12-10,1.2.2,4.3
6566,Education First FCU Mobile,FINANCE,2,204,29000000,10000,True,0.0,Everyone,Finance,nan,2018-09-05,18.1.79,5.0
6567,Travelmoji,FAMILY,3,13,10000000,500,True,0.0,Everyone,Education,nan,2016-06-24,2.0,4.3
6568,EF Forms,BUSINESS,5,2,23000000,50,True,0.0,Everyone,Business,nan,2018-07-24,1.29,4.4
6569,Agenda EF,FAMILY,3,79,33000000,5000,True,0.0,Everyone,Education,nan,2015-05-27,1.03,3.0
6570,EF App,BUSINESS,5,8,20000000,100,True,0.0,Everyone,Business,nan,2017-01-23,1.0.5,4.4
6571,EF Coach,HEALTH_AND_FITNESS,4,17,14000000,500,True,0.0,Everyone,Health & Fitness,nan,2018-12-03,1.1.1,4.4
6572,EF Universe: Endless Battle,FAMILY,4,5,54000000,50,True,0.0,Teen,Role Playing,nan,2018-07-31,4541.25.51,4.1
6573,EF Academy,HEALTH_AND_FITNESS,5,4,15000000,50,True,0.0,Everyone,Health & Fitness,nan,2018-03-23,7.7.3,4.1
6574,Financial Calculator Pro EF,FINANCE,4,634,2000000,50000,True,0.0,Everyone,Finance,nan,2013-04-10,2.1.0.9,2.1
6575,Carrier Landings Pro,FAMILY,4,5969,31000000,10000,False,12.99,Everyone,Simulation,nan,2018-06-29,4.2.4,4.1
6576,EF Financial Control Free,FINANCE,4,58,3700000,10000,True,0.0,Everyone,Finance,nan,2018-06-05,1.9.0,4.0.3
6577,أحداث وحقائق | خبر عاجل في اخبار العالم,NEWS_AND_MAGAZINES,4,311,14000000,5000,True,0.0,Everyone 10+,News & Magazines,nan,2018-07-15,2.9.19a,4.2
6578,StudyLock - Education First,PARENTING,4,27,4600000,1000,True,0.0,Everyone,Parenting,nan,2017-12-10,1.13,4.1
6579,English Conversation Courses,FAMILY,4,22165,6800000,1000000,True,0.0,Everyone,Education,nan,2018-06-28,4.1806.3,4.0
6580,Equestria Girls,FAMILY,4,392819,53000000,10000000,True,0.0,Everyone,Role Playing,Action & Adventure,2016-07-22,37893,4.0
6581,eG Monitor,PRODUCTIVITY,4,8,7500000,100,True,0.0,Everyone,Productivity,nan,2018-07-27,2.0.7,4.1
6582,E.G. Chess Free,GAME,4,505,23000000,10000,True,0.0,Everyone,Board,nan,2014-06-12,1.0.28,2.3
6583,"EG SIM CARD (EGSIMCARD, 이지심카드)",BUSINESS,2,322,1500000,50000,True,0.0,Everyone,Business,nan,2017-03-28,2.13,2.2
6584,EG-Boost,BUSINESS,4,25,2400000,1000,True,0.0,Everyone,Business,nan,2017-11-27,7.0,2.3.3
6585,Bee Mobile EG,FINANCE,4,883,6500000,100000,True,0.0,Everyone,Finance,nan,2018-05-05,3.1.9,4.0
6586,E.G. Chess,GAME,4,56,23000000,1000,False,0.99,Everyone,Board,nan,2014-06-12,1.0.28,2.3
6587,EG SIM CARD (EGSIMCARD),TRAVEL_AND_LOCAL,4,105,5000000,10000,True,0.0,Everyone,Travel & Local,nan,2018-02-05,2.5,2.3
6588,EG Retail,BUSINESS,2,29,16000000,500,True,0.0,Everyone,Business,nan,2018-05-07,2.2.1335,4.1
6589,EG Movi,TOOLS,4,40,7400000,1000,True,0.0,Everyone,Tools,nan,2017-12-05,0.9.1,3.2
6590,Energenie EG-PM1W Setup Wizard,TOOLS,3,17,523000,1000,True,0.0,Everyone,Tools,nan,2014-10-10,1.8 (2014-10-10 11:10:51 +0400),2.2
6591,EG Classroom Decimals™,FAMILY,3,2,18000000,50,False,2.99,Everyone,Education,Education,2017-12-06,2.2.2,2.2
6592,EGW Writings 2,BOOKS_AND_REFERENCE,4,6547,16000000,100000,True,0.0,Everyone,Books & Reference,nan,2017-08-12,4.0.3,4.0.3
6593,Alipay,FINANCE,3,42497,61000000,1000000,True,0.0,Teen,Finance,nan,2018-02-07,10.1.28.560,4.3
6594,EGW Writings,BOOKS_AND_REFERENCE,4,24278,3100000,1000000,True,0.0,Everyone,Books & Reference,nan,2017-12-27,2.1.2,2.2
6595,Bible with EGW Comments,BOOKS_AND_REFERENCE,4,3776,12000000,100000,True,0.0,Everyone,Books & Reference,nan,2018-07-02,2.12.0,4.1
6596,Eg Call,COMMUNICATION,4,91,6000000,10000,True,0.0,Everyone,Communication,nan,2017-02-26,3.8.6,2.2
6597,EG India,LIFESTYLE,5,3,4000000,100,True,0.0,Everyone,Lifestyle,nan,2018-07-29,1.1.3,4.0.3
6598,Fashion Pony Girls Dress Up Makeup Game,FAMILY,4,256,30000000,10000,True,0.0,Everyone,Simulation,nan,2018-07-13,1.7,4.0
6599,My Little Pony Celebration,FAMILY,4,63192,17000000,1000000,True,0.0,Everyone,Simulation,Pretend Play,2016-07-22,1.0.0,2.3
6600,My Little Pony AR Guide,BOOKS_AND_REFERENCE,3,7993,51000000,1000000,True,0.0,Everyone,Books & Reference,nan,2017-03-11,1.0.6,4.0
6601,L.A. Crime Stories 2 Mad City Crime,GAME,4,3946,42000000,100000,True,0.0,Teen,Racing,nan,2017-03-30,1.04,2.3
6602,LA Stories 4 New Order Sandbox 2018,GAME,4,17453,99000000,1000000,True,0.0,Mature 17+,Racing,nan,2018-01-06,1.06,2.3
6603,SDA Sabbath School Quarterly,BOOKS_AND_REFERENCE,4,14773,6400000,500000,True,0.0,Everyone,Books & Reference,nan,2017-09-10,4.1.92,3.0
6604,Sirens Fashion Style Game,FAMILY,4,2282,22000000,500000,True,0.0,Everyone,Simulation,nan,2018-02-20,1.0,4.0
6605,Equestria Amino for MLP,SOCIAL,4,8369,63000000,50000,True,0.0,Teen,Social,nan,2018-07-13,1.8.19106,4.0.3
6606,Propertyfinder,LIFESTYLE,4,1506,11000000,100000,True,0.0,Everyone,Lifestyle,nan,2018-07-08,6.5.2,4.4
6607,L.A. Crime Stories Mad City Crime,GAME,4,30008,99000000,1000000,True,0.0,Mature 17+,Racing,nan,2017-03-30,1.26,2.3
6608,My Little Pony: Story Creator,FAMILY,4,11002,21000000,1000000,True,0.0,Everyone,Education,Action & Adventure,2017-11-05,1.0,4.0.3
6609,Pocket Little Pony,FAMILY,4,47576,14000000,1000000,True,0.0,Everyone 10+,Simulation,nan,2017-01-03,1.95,4.0
6610,Dance Magic Fashion Style Games,FAMILY,4,2533,46000000,100000,True,0.0,Everyone,Simulation,nan,2018-02-27,1.0,4.0
6611,Inventory & Barcode scanner & WIFI scanner,PRODUCTIVITY,4,1880,18000000,50000,False,1.49,Everyone,Productivity,nan,2018-01-07,6.08,4.3
6612,MLP Colouring Adventures,FAMILY,3,7379,61000000,1000000,True,0.0,Everyone,Entertainment,nan,2017-03-28,1.0,4.4
6613,Miraculous Ladybug & Cat Noir - The Official Game,GAME,4,185382,99000000,10000000,True,0.0,Everyone,Action,nan,2018-07-30,1.0.6,4.4
6614,Fashion Girls Dress up Makeup,FAMILY,4,115,31000000,10000,True,0.0,Everyone,Simulation,nan,2018-07-13,1.0,4.0
6615,My Little Pony: Harmony Quest,FAMILY,4,148405,26000000,10000000,True,0.0,Everyone,Casual,Action & Adventure,2018-05-03,1.6,4.1
6616,Home Pony 2,FAMILY,4,20977,26000000,1000000,True,0.0,Everyone,Simulation,nan,2018-06-18,1.4.5,4.0
6617,Eh Volevi!,FAMILY,3,1619,7000000,100000,True,0.0,Everyone,Entertainment,nan,2017-07-10,1.2.1,4.0
6618,VITEK EH DVR Viewer (Pro),TOOLS,3,78,3300000,10000,True,0.0,Everyone,Tools,nan,2013-11-10,1.2.10,2.2
6619,Eh Bee Wallpapers HD,PERSONALIZATION,5,4,3900000,100,True,0.0,Everyone,Personalization,nan,2018-04-24,1.0,4.1
6620,EH!,LIFESTYLE,4,10,8700000,1000,True,0.0,Everyone,Lifestyle,nan,2018-07-18,7.2.2,4.1
6621,Arogyam EH,MEDICAL,3,18,3500000,1000,True,0.0,Everyone,Medical,nan,2018-12-05,1.9,4.0.3
6622,Betul Ke Bohong Eh?,GAME,4,601,6400000,100000,True,0.0,Everyone,Trivia,nan,2015-03-04,1.0.1,2.3
6623,Eh Amego!,GAME,3,13388,7100000,500000,True,0.0,Everyone,Arcade,nan,2015-08-24,2.0.5,2.2
6624,EH kontrollrakendus,TOOLS,3,43,2300000,5000,True,0.0,Everyone,Tools,nan,2017-10-10,3.1.8,4.1
6625,Fit the Fat 2,SPORTS,3,35746,55000000,5000000,True,0.0,Everyone,Sports,nan,2017-12-15,1.4.3,4.0.3
6626,My Theme Park: RollerCoaster & Water Park Tycoon,FAMILY,4,128,41000000,10000,True,0.0,Everyone 10+,Strategy,nan,2018-12-06,1.50,4.2
6627,Doomsday Preppers™,FAMILY,4,137167,52000000,1000000,True,0.0,Everyone,Strategy,nan,2017-01-17,130.48.08,4.0.3
6628,TAXI DRIVER,FAMILY,3,7203,32000000,1000000,True,0.0,Everyone,Simulation,nan,2016-11-01,1.0,4.0
6629,Crazy Doctor,FAMILY,4,267636,13000000,10000000,True,0.0,Teen,Role Playing,nan,2014-03-03,1.5,2.1
6630,MazeMilitia Classic Multiplayer Shooting Game,GAME,4,1294,44000000,50000,True,0.0,Mature 17+,Action,nan,2018-08-03,1.2,4.1
6631,Endress+Hauser Operations,BUSINESS,4,234,3400000,10000,True,0.0,Everyone,Business,nan,2018-04-16,2.4.3.1523,4.0
6632,ZOMBIE RIPPER,GAME,3,16073,94000000,500000,True,0.0,Mature 17+,Action,nan,2017-11-14,1.4,4.0
6633,Soldiers of Glory: Modern War,FAMILY,4,64815,23000000,5000000,True,0.0,Teen,Strategy,nan,2018-01-06,1.7.5,2.3
6634,Driving School 3D 2017,FAMILY,3,5075,48000000,500000,True,0.0,Everyone,Simulation,nan,2017-04-04,2.1.5,3.0
6635,Horror Hospital,GAME,3,63986,26000000,1000000,True,0.0,Teen,Action,nan,2017-10-10,6.0,2.3
6636,Ludo Family Dice Game,FAMILY,4,3593,19000000,500000,True,0.0,Everyone,Board,Brain Games,2018-07-03,1.4,4.1
6637,Mad Skills Motocross,GAME,4,32522,44000000,1000000,True,0.0,Everyone,Racing,nan,2016-01-25,1.2.0,2.0
6638,Masterchef Cooking Games: Fun Restaurant & Kitchen,FAMILY,3,1036,33000000,100000,True,0.0,Everyone,Casual,nan,2018-06-07,2.6,2.3
6639,US Army Training Courses Game,FAMILY,4,27130,35000000,5000000,True,0.0,Everyone,Simulation,nan,2017-08-12,1.4,2.3
6640,Pineapple Pen,GAME,4,157264,65000000,10000000,True,0.0,Everyone,Arcade,nan,2016-12-30,1.31,4.0.3
6641,Instant Buttons: The Best Soundboard,FAMILY,4,157322,9200000,5000000,True,0.0,Teen,Entertainment,nan,2018-05-01,1.0.15,4.1
